imdb_id,question
tt1961175,Who is the director of the movie American Assassin and what year was it released?
tt1961175,Can you describe the relationship between Mitch and Stan Hurley in the film?
tt1961175,What type of threats do Mitch and Stan investigate throughout American Assassin?
tt1961175,What is the main goal of the joint mission that Mitch and Stan undertake with the Turkish agent?
tt0434124,What challenges does Charles Price face after inheriting his father's shoe business?
tt0434124,"How does Lola, the drag queen, help in transforming the shoe factory's product line?"
tt0434124,What is the central premise of the movie 'Kinky Boots' as described in the summary?
tt0434124,Who are the key characters in 'Kinky Boots' and what roles do they play?
tt0434124,Can you provide the runtime and genre of 'Kinky Boots' along with its release year?
tt5112578,What is the main premise of the movie 'Super Dark Times'?
tt5112578,Who are the lead characters in 'Super Dark Times' and how do they relate to each other?
tt5112578,What are the primary genres associated with 'Super Dark Times'?
tt5112578,Can you provide information on the director and writer of 'Super Dark Times'?
tt5112578,Is there a trailer available for 'Super Dark Times' and where can I find it?
tt4207112,What is the main focus of the documentary 'Score: A Film Music Documentary'?
tt4207112,Who directed and wrote the film 'Score: A Film Music Documentary'?
tt4207112,Can you name any prominent composers featured in this documentary?
tt4207112,What aspects of film music does this documentary explore?
tt4207112,How long is the runtime of 'Score: A Film Music Documentary'?
tt0491203,What is the central conflict faced by Sophia in the movie 'Tulip Fever'?
tt0491203,Who does Sophia have a romantic relationship with during the story?
tt0491203,In which historical setting does 'Tulip Fever' take place and what significant event influences the plot?
tt0491203,What does Sophia hope to achieve by entering the tulip bulb market with Jan?
tt0491203,Who directed the movie 'Tulip Fever' and who are the main actors?
tt2331047,What is the main premise of the movie Rememory?
tt2331047,Who is the director of Rememory?
tt2331047,What year was Rememory released?
tt2331047,Can you tell me about the machine in Rememory and its purpose?
tt2331047,Who are the key cast members in Rememory?
tt5439796,What is the main plot of Logan Lucky involving NASCAR and a heist?
tt5439796,Who are the primary characters involved in the robbery in Logan Lucky?
tt5439796,What role does Joe Bang play in the heist planned by the Logan family?
tt5439796,Can you summarize the key conflict related to the Logan family in the movie?
tt5439796,Who is the director of Logan Lucky and who wrote the screenplay?
tt1959563,What is the main premise of The Hitman's Bodyguard?
tt1959563,Who directed the movie The Hitman's Bodyguard?
tt1959563,Which notable actors are featured in The Hitman's Bodyguard?
tt1959563,In which year was The Hitman's Bodyguard released?
tt1959563,What genres does The Hitman's Bodyguard belong to?
tt2239822,What is the central plot of Valerian and the City of a Thousand Planets?
tt2239822,Who directed the movie Valerian and the City of a Thousand Planets?
tt2239822,Which species are Major Valerian and Sergeant Laureline trying to protect?
tt2239822,Can you provide a brief overview of the setting in Valerian and the City of a Thousand Planets?
tt2239822,What are the main genres associated with the movie Valerian and the City of a Thousand Planets?
tt6303866,What is the main theme explored in Beach Rats?
tt6303866,Who directed the movie Beach Rats?
tt6303866,What type of characters does the protagonist engage with in Beach Rats?
tt6303866,Can you provide a brief summary of the movie Beach Rats?
tt6303866,How long is the runtime of Beach Rats?
tt6288250,What is the plot of the movie Patti Cake$?
tt6288250,Who directed the film Patti Cake$?
tt6288250,What is the runtime of Patti Cake$?
tt6288250,Can you provide the IMDb ID for Patti Cake$?
tt6288250,What genres does Patti Cake$ belong to?
tt4807830,What is the main theme explored in Lipstick Under My Burkha?
tt4807830,Who directed the film Lipstick Under My Burkha?
tt4807830,Can you provide a brief summary of the movie's plot?
tt4807830,What is the runtime of Lipstick Under My Burkha?
tt4807830,What is the IMDb rating for this film?
tt4733640,What is the central plot of The Limehouse Golem?
tt4733640,Who is the director of The Limehouse Golem and what year was it released?
tt4733640,Can you explain the significance of the character Elizabeth Cree in the movie?
tt4733640,What genres does The Limehouse Golem fall under?
tt4733640,How long is the runtime of The Limehouse Golem?
tt4356480,What is the main premise of the movie 'The Healer'?
tt4356480,Who are the key characters in 'The Healer' and what are their roles?
tt4356480,What challenges does Alec face upon moving to Halifax in 'The Healer'?
tt4356480,How does the local community perceive Alec's ability to heal in the movie?
tt4356480,What is the relationship between Alec and Cecilia in 'The Healer'?
tt5805752,What is the main premise of Brigsby Bear?
tt5805752,Who directed the movie Brigsby Bear?
tt5805752,In what year was Brigsby Bear released?
tt5805752,What is the runtime of the movie Brigsby Bear?
tt5805752,Can you provide the IMDb ID for Brigsby Bear?
tt5362988,What is the main plot of the movie Wind River?
tt5362988,Who are the lead actors in Wind River?
tt5362988,In what year was Wind River released?
tt5362988,Who directed the film Wind River?
tt5362988,What themes are explored in Wind River?
tt2406566,What role does Charlize Theron play in the movie Atomic Blonde?
tt2406566,Who directed the film Atomic Blonde and who is the main writer?
tt2406566,Can you summarize the main plot of Atomic Blonde?
tt2406566,What is the runtime of the movie Atomic Blonde?
tt2406566,What are the genres associated with Atomic Blonde?
tt4072326,What is the main storyline of the movie 'Ali and Nino'?
tt4072326,Who directed the film 'Ali and Nino' and who wrote the screenplay?
tt4072326,How long is the runtime of 'Ali and Nino' and when was it released?
tt4072326,Can you describe the relationship between Ali and Nino in the context of their backgrounds?
tt4072326,What significant historical events do Ali and Nino experience during the movie?
tt2378507,What is the main theme of The Glass Castle and how does it relate to the protagonist's experiences?
tt2378507,"Who directed The Glass Castle, and can you provide details about their style?"
tt2378507,"Can you tell me more about the cast of The Glass Castle, specifically the roles played by Brie Larson and Woody Harrelson?"
tt2378507,"What is the runtime of The Glass Castle, and does it fit within typical feature film lengths?"
tt2378507,"How well was The Glass Castle received based on its rating, and what does this indicate about its audience reception?"
tt3758172,What year was the movie Jungle released?
tt3758172,Who directed the film Jungle?
tt3758172,Can you summarize the plot of Jungle briefly?
tt3758172,Which actors are part of the cast in Jungle?
tt3758172,What are the main genres associated with the movie Jungle?
tt5962210,What is the main premise of 'Ingrid Goes West'?
tt5962210,Who directed the movie 'Ingrid Goes West'?
tt5962210,What is the runtime of 'Ingrid Goes West'?
tt5962210,Can you name two lead actors in 'Ingrid Goes West'?
tt5962210,What year was 'Ingrid Goes West' released?
tt3606752,Who directed the movie Cars 3 and who wrote it?
tt3606752,What is the main plot of Cars 3 and how does Lightning McQueen challenge the new racers?
tt3606752,Can you tell me about the runtime of Cars 3 and its release year?
tt3606752,"What genres does Cars 3 belong to, and who are the main cast members?"
tt3606752,Where can I find the trailer for Cars 3 and what is its IMDb rating?
tt1010271,What year was The Poughkeepsie Tapes released?
tt1010271,Who directed The Poughkeepsie Tapes?
tt1010271,Can you provide a brief summary of the movie's plot?
tt1010271,What are the main genres associated with The Poughkeepsie Tapes?
tt1010271,How long is the runtime of The Poughkeepsie Tapes?
tt4843046,What is the main plot of the movie Northpole: Open for Christmas?
tt4843046,Who is the director of Northpole: Open for Christmas?
tt4843046,What genre does Northpole: Open for Christmas belong to?
tt4843046,How long is the runtime for Northpole: Open for Christmas?
tt4843046,Can you tell me about the main character and her journey in Northpole: Open for Christmas?
tt4511200,What is the main theme explored in the movie Manifesto?
tt4511200,Who directed the film Manifesto and who are the primary actors featured?
tt4511200,How does Cate Blanchett contribute to the narrative structure of Manifesto?
tt4511200,What types of characters does Cate Blanchett portray in the movie?
tt4511200,Can you provide a link to the trailer for Manifesto?
tt3721954,What is the historical setting of the movie 'Maudie'?
tt3721954,How does Maud Dowley's family perceive her throughout the film?
tt3721954,"What job does Maud take to seek independence, and who does she work for?"
tt3721954,How does Maud cope with her difficult relationship with Everett Lewis?
tt3721954,Who directed the film and who are the main cast members?
tt4977530,What is the main plot of the movie Viceroy's House?
tt4977530,Who directed the film Viceroy's House?
tt4977530,In what year is the movie Viceroy's House set?
tt4977530,What is the relationship between Jeet and Aalia in Viceroy's House?
tt4977530,Who are the main actors in Viceroy's House?
tt1718924,What is the main conflict faced by Dane Jensen in 'A Family Man'?
tt1718924,"Who are the main characters in the movie, and what roles do they play?"
tt1718924,Can you provide a brief summary of the movie's plot?
tt1718924,What are the professional and personal challenges that Dane Jensen experiences?
tt1718924,"Who directed 'A Family Man', and what is its IMDb rating?"
tt3615204,What is the main plot of the movie Harmony?
tt3615204,Who directed the film Harmony?
tt3615204,What genres does the movie Harmony belong to?
tt3615204,How long is the runtime of Harmony?
tt3615204,Can you provide the IMDb ID for Harmony?
tt3450958,What is the main conflict in 'War for the Planet of the Apes'?
tt3450958,Who directs the movie 'War for the Planet of the Apes'?
tt3450958,Can you summarize the journey of Caesar in the film?
tt3450958,What year was 'War for the Planet of the Apes' released?
tt3450958,What genres does 'War for the Planet of the Apes' belong to?
tt5140878,What is the main premise of the movie Annabelle: Creation?
tt5140878,Who are the main characters in Annabelle: Creation?
tt5140878,What genre does Annabelle: Creation fall under?
tt5140878,Who directed Annabelle: Creation and who wrote the screenplay?
tt5140878,What does Janice unleash in Bee's room after sneaking in?
tt4738174,What is the main plot of Bon Cop Bad Cop 2?
tt4738174,Who are the two main characters that reunite in the movie?
tt4738174,What is the genre of Bon Cop Bad Cop 2?
tt4738174,Who directed the film and who wrote the screenplay?
tt4738174,How long is the runtime of Bon Cop Bad Cop 2?
tt3296908,What is the main historical event that the movie 'The Man with the Iron Heart' revolves around?
tt3296908,Who are the two main characters involved in the assassination mission in the film?
tt3296908,Which director is responsible for bringing 'The Man with the Iron Heart' to the screen?
tt3296908,In what year was 'The Man with the Iron Heart' released?
tt3296908,What genres best describe 'The Man with the Iron Heart'?
tt5189894,What is the main plot of the movie '68 Kill'?
tt5189894,Who directed the film '68 Kill'?
tt5189894,Can you provide a brief summary of '68 Kill'?
tt5189894,What are the genres that describe '68 Kill'?
tt5189894,Who are the main cast members in '68 Kill'?
tt3564472,What is the main theme of the movie Girls Trip?
tt3564472,Who directed the film Girls Trip?
tt3564472,Which festival do the characters attend in New Orleans?
tt3564472,Can you provide the IMDb ID for Girls Trip?
tt3564472,What is the runtime of Girls Trip?
tt4703048,What major event is the movie '6 Days' based on?
tt4703048,Who directed the film '6 Days'?
tt4703048,Can you name any of the main cast members in '6 Days'?
tt4703048,What is the runtime of the movie '6 Days'?
tt4703048,What genres does '6 Days' fall under?
tt2250912,What is the main conflict Peter Parker faces in Spider-Man: Homecoming?
tt2250912,Who directs the movie Spider-Man: Homecoming?
tt2250912,Can you provide a brief summary of Spider-Man: Homecoming?
tt2250912,What year was Spider-Man: Homecoming released?
tt2250912,What is the runtime of Spider-Man: Homecoming?
tt2315582,What is the main conflict that arises when the young woman confronts her former lover in Una?
tt2315582,Can you summarize the plot of Una in a few sentences?
tt2315582,Who is the director of the movie Una and who wrote the screenplay?
tt2315582,What genres does the movie Una fall under?
tt2315582,How long is the runtime of the movie Una?
tt6255746,What is the main focus of the documentary Distance Between Dreams?
tt6255746,Who is the iconic surfer featured in the film and what is he trying to redefine?
tt6255746,Which year is depicted as historic for big wave surfing in this movie?
tt6255746,What is the runtime of Distance Between Dreams?
tt6255746,What genres does the film Distance Between Dreams fall under?
tt3860916,What is the year of release for the movie 'Cargo'?
tt3860916,Who directed the movie 'Cargo'?
tt3860916,What is the primary setting for Andy and Kay in 'Cargo'?
tt3860916,How long is the runtime of the movie 'Cargo'?
tt3860916,What are the main genres of the film 'Cargo'?
tt5592248,Who directed the movie The Beguiled?
tt5592248,What is the setting and time period of The Beguiled?
tt5592248,What central theme drives the plot of The Beguiled?
tt5592248,Can you name the two main actresses featured in The Beguiled?
tt5592248,What are the genres that classify The Beguiled?
tt4026034,What is the main focus of the documentary 'Hired Gun'?
tt4026034,Can you tell me about the director and any notable crew behind 'Hired Gun'?
tt4026034,What is the runtime of the movie 'Hired Gun'?
tt4026034,Which famous artists are featured in the documentary 'Hired Gun'?
tt4026034,What is the release year of the documentary 'Hired Gun'?
tt3890160,What is the main character's unique ability that aids him in his criminal activities?
tt3890160,Who is the crime boss that coerces Baby into working for him?
tt3890160,Can you tell me about Baby's relationship with Debora?
tt3890160,What is the release year of 'Baby Driver'?
tt3890160,Who directed the movie 'Baby Driver' and who were the main cast members?
tt4468634,What is the central theme explored in the film Certain Women?
tt4468634,Who are the main actors featured in Certain Women?
tt4468634,What year was the movie Certain Women released?
tt4468634,Can you describe the setting in which Certain Women takes place?
tt4468634,How long is the runtime of Certain Women?
tt1933667,What is the main theme explored in 'The Wizard of Lies'?
tt1933667,Who directed the movie 'The Wizard of Lies' and who are the main actors?
tt1933667,Can you tell me the runtime of 'The Wizard of Lies'?
tt1933667,What type of events does 'The Wizard of Lies' depict concerning Bernie Madoff?
tt1933667,"How well was 'The Wizard of Lies' received, according to its rating?"
tt3335606,What is the main premise of the movie Berlin Syndrome?
tt3335606,Who directed the film Berlin Syndrome and who are the main cast members?
tt3335606,What genres does the movie Berlin Syndrome belong to?
tt3335606,How long is the runtime of Berlin Syndrome?
tt3335606,Where can I find the trailer for Berlin Syndrome?
tt3319212,What is the central theme explored in the documentary 'VHS Massacre: Cult Films and the Decline of Physical Media'?
tt3319212,Can you name some of the iconic figures featured in 'VHS Massacre'?
tt3319212,What is the overall runtime of the movie 'VHS Massacre'?
tt3319212,What genres does 'VHS Massacre: Cult Films and the Decline of Physical Media' belong to?
tt3319212,Who directed the documentary 'VHS Massacre' and who is credited as the writer?
tt4572792,What is the main premise of The Book of Henry and how does Henry contribute to it?
tt4572792,Who are the key family members in the Carpenter household and what are their roles?
tt4572792,"What genre does The Book of Henry fall under, and who directed the film?"
tt4572792,How does the character Susan Carpenter find herself involved in a rescue plan?
tt4572792,What is the runtime of The Book of Henry and when was it released?
tt3445580,What is the main theme explored in the movie Boys in the Trees?
tt3445580,"Who are the primary characters in the film, and what is their relationship?"
tt3445580,Can you describe the setting and time period in which Boys in the Trees takes place?
tt3445580,What kind of journey do Corey and Jonah embark on during their walk?
tt3445580,How does the movie blend elements of horror and drama in its storytelling?
tt5847286,What is the main plot of the movie Shock Wave?
tt5847286,Who directed the 2017 movie Shock Wave?
tt5847286,How long is the runtime of Shock Wave?
tt5847286,What genres does Shock Wave belong to?
tt5847286,Can I watch the trailer for Shock Wave online?
tt6265828,What is the central theme explored in the movie 'A Ghost Story'?
tt6265828,Who directed and wrote the film 'A Ghost Story'?
tt6265828,Can you describe the relationship between the characters C and M in 'A Ghost Story'?
tt6265828,What significant event triggers C's transformation into a ghost in the film?
tt6265828,How is the concept of legacy portrayed throughout 'A Ghost Story'?
tt1945228,What is the main theme explored in 'Voyage of Time: Life's Journey'?
tt1945228,Who narrates the documentary film?
tt1945228,What is the runtime of 'Voyage of Time: Life's Journey'?
tt1945228,Which director is behind 'Voyage of Time: Life's Journey'?
tt1945228,In which year was 'Voyage of Time: Life's Journey' released?
tt3469046,What is the main conflict that Gru faces in Despicable Me 3?
tt3469046,Who is the director of the movie Despicable Me 3?
tt3469046,What is the runtime of the film Despicable Me 3?
tt3469046,Can you tell me about Gru's relationship with his twin brother in the movie?
tt3469046,What genre does Despicable Me 3 fall under?
tt2674454,What challenges does Winston Churchill face during the events of the movie 'Churchill'?
tt2674454,Can you describe the time period and historical context of the film 'Churchill'?
tt2674454,Who directed the movie 'Churchill' and who are some of its main cast members?
tt2674454,"What is the main conflict that Churchill grapples with in the film, particularly related to Operation Overlord?"
tt2674454,"How does Churchill's character develop throughout the movie, particularly in relation to his fears and aspirations?"
tt3919322,What is the main plot of Scooby-Doo! Frankencreepy?
tt3919322,Who is the director of the movie Scooby-Doo! Frankencreepy?
tt3919322,What genres does Scooby-Doo! Frankencreepy belong to?
tt3919322,How long is the runtime for Scooby-Doo! Frankencreepy?
tt3919322,Can you provide the IMDb ID for Scooby-Doo! Frankencreepy?
tt2461340,What is the main setting of the movie 'Till We Meet Again'?
tt2461340,Can you describe the relationship between Erik and Joanna?
tt2461340,How does the story structure involve flashbacks to New York?
tt2461340,What are the themes explored during Erik and Joanna's journey in Thailand?
tt2461340,Who directed 'Till We Meet Again' and who are the main cast members?
tt1790809,What is the main quest of Captain Jack Sparrow in 'Pirates of the Caribbean: Dead Men Tell No Tales'?
tt1790809,Who leads the ghost pirates that are after Jack Sparrow?
tt1790809,What artifact does Jack Sparrow seek to control the seas?
tt1790809,In what year was 'Pirates of the Caribbean: Dead Men Tell No Tales' released?
tt1790809,Can you provide the IMDb ID for this movie?
tt5655222,What is the main plot of the movie 'The Hero'?
tt5655222,How does Lee Hayden's health condition affect his relationships?
tt5655222,Who is the director of 'The Hero' and what is his role?
tt5655222,Can you provide details about the cast of 'The Hero'?
tt5655222,What genres does 'The Hero' belong to?
tt5462602,Who are the main characters in The Big Sick and what are their backgrounds?
tt5462602,What challenges does Kumail face while attempting to balance his career and personal life?
tt5462602,Can you summarize the central conflict that arises in the movie?
tt5462602,What is the runtime of The Big Sick and what genre does it belong to?
tt5462602,Who directed The Big Sick and who wrote the screenplay?
tt5425264,What is the main conflict in the movie 'Throne of Elves'?
tt5425264,Who are the lead characters in 'Throne of Elves' and what roles do they play?
tt5425264,What year was 'Throne of Elves' released?
tt5425264,Can you provide a brief overview of the plot of 'Throne of Elves'?
tt5425264,What is the genre of the movie 'Throne of Elves'?
tt5563330,What is the main theme explored in the documentary 'Whitney: Can I Be Me'?
tt5563330,Who directed the movie 'Whitney: Can I Be Me'?
tt5563330,Can you tell me about the runtime of the film 'Whitney: Can I Be Me'?
tt5563330,What significant events does the film highlight about Whitney Houston's life?
tt5563330,Does the movie include insights from Whitney Houston's music career?
tt0451279,What is the main storyline of Wonder Woman and what motivates Diana to leave her home?
tt0451279,Who is the director of the 2017 film Wonder Woman?
tt0451279,Can you provide the runtime of Wonder Woman?
tt0451279,What genres does the movie Wonder Woman fall under?
tt0451279,What is the IMDB rating for the movie Wonder Woman?
tt4799064,What is the premise of the movie Mindhorn and what role does the main character play?
tt4799064,"In what year was Mindhorn released, and who is the director?"
tt4799064,Which actors are featured in the cast of Mindhorn?
tt4799064,What unique characteristic does the character Detective Mindhorn have?
tt4799064,How long is the runtime of the movie Mindhorn?
tt4695012,What is the main premise of 'It Comes at Night' and how does the arrival of a new family impact the existing household?
tt4695012,Who directed the movie 'It Comes at Night' and who are the main cast members?
tt4695012,What genres does 'It Comes at Night' fall under and what themes does it explore?
tt4695012,How long is the runtime of 'It Comes at Night' and what is its IMDb rating?
tt4695012,Where can I find the trailer for 'It Comes at Night'?
tt4805316,What is the main plot of the movie 'A Dark Song'?
tt4805316,Who directed the film 'A Dark Song'?
tt4805316,What is the runtime of 'A Dark Song'?
tt4805316,Can you provide the IMDb ID for 'A Dark Song'?
tt4805316,What genres does 'A Dark Song' belong to?
tt6608386,What year was the documentary 'Don't Take Me Home' released?
tt6608386,Who directed the film 'Don't Take Me Home'?
tt6608386,What is the main focus of the movie's storyline regarding the Welsh national football team?
tt6608386,How long is the runtime of 'Don't Take Me Home'?
tt6608386,What significant event in 2011 impacted the Welsh national football team's journey as portrayed in this documentary?
tt5816374,What is the main plot of the movie 'Band Aid'?
tt5816374,Who directed and wrote 'Band Aid'?
tt5816374,Can you tell me the genres associated with 'Band Aid'?
tt5816374,How long is the runtime of 'Band Aid'?
tt5816374,What is the IMDb rating for 'Band Aid'?
tt4964772,What is the runtime of the documentary 'Risk'?
tt4964772,Who directed the movie 'Risk'?
tt4964772,Can you provide a brief summary of the film 'Risk'?
tt4964772,In what year was the movie 'Risk' released?
tt4964772,Which notable figure's life is the focus of the documentary 'Risk'?
tt2091256,Who directed Captain Underpants: The First Epic Movie?
tt2091256,What is the year of release for Captain Underpants: The First Epic Movie?
tt2091256,Can you give me a brief summary of the plot in Captain Underpants: The First Epic Movie?
tt2091256,What are the main genres of Captain Underpants: The First Epic Movie?
tt2091256,Who are the main characters involved in the hypnotism in Captain Underpants: The First Epic Movie?
tt1734493,What is the main plot of the movie Unlocked?
tt1734493,Who directed the film Unlocked released in 2017?
tt1734493,What is the runtime of Unlocked?
tt1734493,Can you provide the IMDb ID for Unlocked?
tt1734493,Who are the main cast members in Unlocked?
tt4899370,What is the release year of the movie Megan Leavey?
tt4899370,Who directed the film Megan Leavey?
tt4899370,Can you summarize the plot of Megan Leavey?
tt4899370,What is the runtime of the movie Megan Leavey?
tt4899370,What genres does Megan Leavey fall under?
tt4629266,What is the main focus of the film 'Born in China'?
tt4629266,Who provides the narration for 'Born in China'?
tt4629266,Can you tell me about the animal families featured in 'Born in China'?
tt4629266,What is the runtime of 'Born in China'?
tt4629266,In what year was 'Born in China' released?
tt4411596,What is the central conflict that drives Philip's actions in 'My Cousin Rachel'?
tt4411596,Who directed the movie and who are the main cast members?
tt4411596,How does Philip's perception of Rachel change throughout the film?
tt4411596,Can you provide a brief summary of the movie's plot?
tt4411596,What genres does 'My Cousin Rachel' fall under?
tt4291600,What is the main plot of the movie Lady Macbeth?
tt4291600,Who directed the film Lady Macbeth and what year was it released?
tt4291600,Can you provide a brief summary of the character Katherine's situation at the beginning of the film?
tt4291600,What themes are explored in the genres of this movie mentioned above?
tt4291600,How long is the runtime of Lady Macbeth and what is its IMDb rating?
tt0808526,What is the main conflict faced by Trish in 'Life During Wartime'?
tt0808526,How does Joy's character add complexity to the family dynamics in the film?
tt0808526,Who directed and wrote 'Life During Wartime'?
tt0808526,What themes are explored in the movie based on the summary provided?
tt0808526,Can you provide a link to the trailer for 'Life During Wartime'?
tt6981046,What is the main focus of the documentary 'Williams' released in 2017?
tt6981046,Who directed the film 'Williams' and what is his notable achievement?
tt6981046,What tragic event impacted Sir Frank Williams and the future of the racing team in 1986?
tt6981046,Can you name some Formula One stars featured in the documentary 'Williams'?
tt6981046,What genres does the movie 'Williams' fall under?
tt4827986,What is the main theme of 'The Sense of an Ending'?
tt4827986,Who directed the movie and who is one of the main actors?
tt4827986,Can you tell me more about Tony Webster's character and his life situation?
tt4827986,What event disrupts Tony's orderly life in the film?
tt4827986,How does the film explore Tony's past and his relationship with Veronica?
tt4943322,What is the main conflict faced by the protagonist in The Ottoman Lieutenant?
tt4943322,Who directed the 2017 film The Ottoman Lieutenant?
tt4943322,Can you summarize the romantic relationship in The Ottoman Lieutenant?
tt4943322,What historical context does The Ottoman Lieutenant take place in?
tt4943322,What is the runtime of The Ottoman Lieutenant?
tt3896198,What is the main plot of Guardians of the Galaxy Vol. 2?
tt3896198,Who directed Guardians of the Galaxy Vol. 2?
tt3896198,Which characters are central to the story in Guardians of the Galaxy Vol. 2?
tt3896198,How long is the runtime of Guardians of the Galaxy Vol. 2?
tt3896198,What genres does Guardians of the Galaxy Vol. 2 fall under?
tt4262980,What is the main plot of Shin Godzilla and how does it begin?
tt4262980,Who directed and wrote the movie Shin Godzilla?
tt4262980,What are the main genres of Shin Godzilla?
tt4262980,Can you provide the runtime of the movie Shin Godzilla?
tt4262980,What is the IMDB rating for Shin Godzilla?
tt4218696,What is the main premise of the movie The Wall?
tt4218696,Who directed the movie The Wall?
tt4218696,Can you tell me the runtime of The Wall?
tt4218696,What genres does The Wall belong to?
tt4218696,Who are the lead actors in The Wall?
tt4721124,What is the main plot of The Exception and how does it relate to World War II?
tt4721124,Who directed the movie The Exception and who are the main cast members?
tt4721124,Can you provide information about the film's runtime and its IMDB rating?
tt4721124,"What genres does The Exception fall under, and what themes does it explore?"
tt4721124,"Is there a trailer available for The Exception, and where can I find it?"
tt6113488,What is the main plot of 'The Case for Christ'?
tt6113488,Who directed the movie 'The Case for Christ'?
tt6113488,What year was 'The Case for Christ' released?
tt6113488,Can you provide a link to the trailer for 'The Case for Christ'?
tt6113488,What genres does 'The Case for Christ' belong to?
tt1610525,What is the plot of the movie Chuck?
tt1610525,Who directed the film Chuck?
tt1610525,In what year was Chuck released?
tt1610525,What is the runtime of the film Chuck?
tt1610525,Which famous boxer did Chuck Wepner fight in a highly publicized match?
tt2316204,What is the plot of the movie Alien: Covenant?
tt2316204,Who directed the film Alien: Covenant?
tt2316204,What year was Alien: Covenant released?
tt2316204,Can you tell me about the genres associated with Alien: Covenant?
tt2316204,How long is the runtime of Alien: Covenant?
tt3344680,What is the main premise of 'Boyka: Undisputed'?
tt3344680,Who directed the movie 'Boyka: Undisputed'?
tt3344680,In what year was 'Boyka: Undisputed' released?
tt3344680,Can you provide a summary of 'Boyka: Undisputed'?
tt3344680,What genres does 'Boyka: Undisputed' belong to?
tt4633690,What is the main premise of the movie Shot Caller and how does it affect the protagonist's family?
tt4633690,Who directed the film Shot Caller and who are the main cast members?
tt4633690,What genres does the movie Shot Caller belong to?
tt4633690,Can you summarize the plot of Shot Caller in a few sentences?
tt4633690,What is the runtime of Shot Caller and what is its IMDb rating?
tt5195412,What is the main theme of the movie 'Wakefield'?
tt5195412,Who directed the film 'Wakefield' and who are the main cast members?
tt5195412,What is the runtime of the movie 'Wakefield'?
tt5195412,Can you provide a brief summary of the plot of 'Wakefield'?
tt5195412,What year was 'Wakefield' released and what genre does it belong to?
tt1972591,What is the main premise of King Arthur: Legend of the Sword?
tt1972591,Who directed the movie King Arthur: Legend of the Sword?
tt1972591,In what year was King Arthur: Legend of the Sword released?
tt1972591,Can you provide the runtime of King Arthur: Legend of the Sword?
tt1972591,What are the key genres associated with King Arthur: Legend of the Sword?
tt2568862,What is the central theme of the movie Going in Style?
tt2568862,Who directed the 2017 film Going in Style?
tt2568862,Can you provide a brief summary of the plot in Going in Style?
tt2568862,What genres does Going in Style fall under?
tt2568862,What is the runtime of the movie Going in Style?
tt3758708,What is the main premise of The Hippopotamus and who is the protagonist?
tt3758708,Who directed The Hippopotamus and who wrote the screenplay?
tt3758708,Can you tell me more about the character Ted Wallace and his situation in the movie?
tt3758708,What kind of genre does The Hippopotamus fall under?
tt3758708,How long is the runtime of The Hippopotamus?
tt4680182,What is the main plot of the movie Colossal?
tt4680182,Who directed the film Colossal and who are the main cast members?
tt4680182,In what year was Colossal released and how long is its runtime?
tt4680182,What genres does Colossal belong to and what is its rating?
tt4680182,How is Gloria connected to the giant creature destroying Seoul?
tt5158522,What is the central conflict that Clover Catto faces upon her return to her family farm?
tt5158522,How does the devastating flood impact Clover's family's farm and their relationships?
tt5158522,What is the significance of Clover's relationship with her father Aubrey in the story?
tt5158522,What does the movie reveal about the circumstances surrounding Harry's death?
tt5158522,Who directed and wrote 'The Levelling' and who are the main cast members?
tt2392830,What is the main theme explored in the movie A Quiet Passion?
tt2392830,Who directed the film A Quiet Passion?
tt2392830,Can you provide a brief overview of the protagonist’s journey in A Quiet Passion?
tt2392830,What is the runtime of the movie A Quiet Passion?
tt2392830,Who are some of the cast members featured in A Quiet Passion?
tt1219827,What year was the movie Ghost in the Shell released?
tt1219827,Who directed the movie Ghost in the Shell?
tt1219827,What is the main character's name in Ghost in the Shell?
tt1219827,Can you provide a brief summary of Ghost in the Shell?
tt1219827,What genres does Ghost in the Shell belong to?
tt4481414,What is the central conflict in the movie 'Gifted' involving Frank and his niece Mary?
tt4481414,Who plays the role of Mary's teacher in 'Gifted' and what is her connection to Frank?
tt4481414,In which year was the movie 'Gifted' released?
tt4481414,How does the character of Evelyn impact Frank's plans for Mary in 'Gifted'?
tt4481414,What is the runtime of the movie 'Gifted'?
tt3874544,What is the main conflict that Tim and Boss Baby face in the story?
tt3874544,Who directed the movie The Boss Baby?
tt3874544,Can you tell me about the main characters in The Boss Baby?
tt3874544,What is the runtime of The Boss Baby?
tt3874544,What genres does The Boss Baby fall under?
tt1528312,What is the storyline of Route Irish and how does it relate to the protagonist's quest for truth?
tt1528312,Who directed the film Route Irish and what other works is he known for?
tt1528312,What are the main genres that categorize Route Irish?
tt1528312,Can you provide information about the main cast members of Route Irish?
tt1528312,"What is the runtime of the movie Route Irish, and how does it fit within typical movie lengths?"
tt2077886,What year was The Phantom of the Opera at the Royal Albert Hall released?
tt2077886,Who directed the movie The Phantom of the Opera at the Royal Albert Hall?
tt2077886,Can you summarize the plot of The Phantom of the Opera at the Royal Albert Hall?
tt2077886,Who are the leading actors in The Phantom of the Opera at the Royal Albert Hall?
tt2077886,What is the runtime of The Phantom of the Opera at the Royal Albert Hall?
tt0315642,What is the main plot of the movie 'Wazir' and how do the two main characters connect?
tt0315642,Who directed the film 'Wazir' and who are the primary writers involved in its creation?
