title,year,summary,short_summary,genres,imdb_id,runtime,youtube_trailer,rating,movie_poster,director,writers,cast
Route Irish,2010,The story of a private security contractor in Iraq who rejected the official explanation of his friend's death and sets out to discover the truth.,The story of a private security contractor in Iraq who rejected the official explanation of his friend's death and sets out to discover the truth.,Action|Drama|Thriller|War,tt1528312,109,LM58hjtH-c8,64,https://hydramovies.com/wp-content/uploads/2018/04/Route-Irish-Movie-Poster.jpg,Ken Loach,Paul Laverty,Andrea Lowe|John Bishop|Mark Womack
The Phantom of the Opera at the Royal Albert Hall,2011,"In 1986, Andrew Lloyd Webber's The Phantom of the Opera arrived on the West End stage at Her Majesty's Theatre. Fast forward 25 years and Phantom has achieved global success, millions of viewers, a film adaptation in 2004 and a musical sequel. Now viewers have the chance to experience this phenomenal show right from their own screens. Filmed at the Royal Albert Hall, this stunning performance brings the show to a bigger stage and celebrates its role as one of the biggest shows in theatre history, with speeches, performances and appearances by the original cast and some of the show's most notable Phantoms, including John Owen-Jones and Colm Wilkinson. Starring Ramin Karimloo and Sierra Boggess, Phantom tells the story of a deformed musical genius who lives in the catacombs of the Paris Opera House. Shunned by society, the Phantom seeks revenge in cruel and often violent acts. The Phantom is in love with chorus girl Christine Daaé and has been secretly training her to replace La ...","A disfigured musical genius, hidden away in the Paris Opera House, terrorizes the opera company for the unwitting benefit of a young protégée whom he trains and loves.",Drama|Music|Musical|Romance|Thriller,tt2077886,137,wp83o8jgQOg,88,https://hydramovies.com/wp-content/uploads/2018/04/The-Phantom-of-the-Opera-at-the-Royal-Albert-Hall-Movie-Poster.jpg,Nick Morris,Richard Stilgoe,Ramin Karimloo|Sierra Boggess
Wazir,2016,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,Action|Crime|Drama|Mystery|Thriller,tt0315642,103,gdwM7xKOph0,72,https://hydramovies.com/wp-content/uploads/2018/04/Wazir-Movie-Poster.jpg,Bejoy Nambiar,Vidhu Vinod Chopra,Amitabh Bachchan|Farhan Akhtar
The Promise,2016,"The film tells the story of Michael (Oscar Isaac), a young Armenian who dreams of studying medicine. When he travels to Constantinople to study, he meets Armenian Ana (Charlotte Le Bon) and falls in love with her, although she dates the American photographer Chris (Christian Bale), sent to Turkey to record the first genocide of the 20th century when the Turks exterminated the Armenian minority. A love triangle settles amidst the horrors of war.","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",Action|Drama|History,tt4776998,133,C5LBCIHOykk,60,https://hydramovies.com/wp-content/uploads/2018/04/The-Promise-Movie-Poster.jpg,Terry George,Terry George,Charlotte Le Bon|Christian Bale|Oscar Isaac
Free Fire,2016,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",Action|Comedy|Crime|Thriller,tt4158096,91,oDD3I0uOlqY,64,https://hydramovies.com/wp-content/uploads/2018/04/Free-Fire-Movie-Poster.jpg,Ben Wheatley,Amy Jump,Armie Hammer|Brie Larson|Sharlto Copley
Buster's Mal Heart,2016,The film follows a mountain man on the run from authorities who survives the winter by breaking into empty vacation homes. He's haunted by a recurring dream of being lost at sea and constantly has flashbacks of his former life of a family man.,A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as The Inversion.,Drama|Mystery|Thriller,tt5173032,96,K9S9F5DRhbg,60,https://hydramovies.com/wp-content/uploads/2018/04/Busters-Mal-Heart-Movie-Poster.jpg,Sarah Adina Smith,Sarah Adina Smith,DJ Qualls|Kate Lyn Sheil|Rami Malek
My Name Is Lenny,2017,"The life story of one of Britain's most notorious bare-knuckle fighters, Lenny McLean, also known as ""the Guv'nor.""","The life story of one of Britain's most notorious bare-knuckle fighters, Lenny McLean, also known as &quot;the Guv'nor.&quot;",Biography|Drama|Sport,tt2024521,91,VajoXms6uNU,69,https://hydramovies.com/wp-content/uploads/2018/04/My-Name-Is-Lenny-Movie-Poster.jpg,Ron Scalpello,Paul Van Carter,Chanel Cresswell|Josh Helman|Michael Bisping
Resident Evil: Vendetta,2017,"Chris Redfield enlists the help of Leon S. Kennedy and Rebecca Chambers to stop a death merchant, with a vengeance, from spreading a deadly virus in New York.","Chris Redfield enlists the help of Leon S. Kennedy and Rebecca Chambers to stop a death merchant, with a vengeance, from spreading a deadly virus in New York.",Action|Adventure|Animation|Horror|Mystery,tt5776208,97,Uw2Styd2RAU,63,https://hydramovies.com/wp-content/uploads/2018/04/Resident-Evil-Vendetta-Movie-Poster.jpg,Takanori Tsujimoto,Makoto Fukami,Kevin Dorman|Matthew Mercer
The Lost City of Z,2016,"The Lost City of Z tells the incredible true story of British explorer Percy Fawcett, who journeys into the Amazon at the dawn of the 20th century and discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment who regard indigenous populations as ""savages,"" the determined Fawcett - supported by his devoted wife, son and aide de camp returns time and again to his beloved jungle in an attempt to prove his case, culminating in his mysterious disappearance in 1925.","A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",Action|Adventure|Biography|Drama|History,tt1212428,141,teUMcu6p9o0,66,https://hydramovies.com/wp-content/uploads/2018/04/The-Lost-City-of-Z-Movie-Poster.jpg,James Gray,James Gray,Charlie Hunnam|Robert Pattinson|Sienna Miller
The Fate of the Furious,2017,"Now that Dom and Letty are on their honeymoon and Brian and Mia have retired from the game-and the rest of the crew has been exonerated-the globetrotting team has found a semblance of a normal life. But when a mysterious woman seduces Dom into the world of crime he can't seem to escape and a betrayal of those closest to him, they will face trials that will test them as never before. From the shores of Cuba and the streets of New York City to the icy plains off the arctic Barents Sea, the elite force will crisscross the globe to stop an anarchist from unleashing chaos on the world's stage... and to bring home the man who made them a family.","When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",Action|Adventure|Crime|Thriller,tt4630562,136,JwMKRevYa_M,67,https://hydramovies.com/wp-content/uploads/2018/04/The-Fate-of-the-Furious-Movie-Poster.jpg,F. Gary Gray,Gary Scott Thompson,Dwayne Johnson|Jason Statham|Vin Diesel
Their Finest,2016,"During the London Blitz of World War II, Catrin Cole is recruited by the British Ministry of Information to write scripts for propaganda films that the public will actually watch without scoffing. In the line of her new duties, Cole investigates the story of two young women who supposedly piloted a boat in the Dunkirk Evacuation. Although it proved a complete misapprehension, the story becomes the basis for a fictional film with some possible appeal. As Cole labors to write the script with her new colleagues such as Tom Buckley, veteran actor Ambrose Hilliard must accept that his days as a leading man are over as he joins the project. Together, this disparate trio must struggle against such complications such as sexism against Cole, jealous relatives, and political interference in their artistic decisions even as London endures the bombs of the enemy. In the face of those challenges, they share a hope to contribute something meaningful in this time of war and in their own lives.","A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.",Comedy|Drama|Romance|War,tt1661275,117,IDdbBRlszHQ,68,https://hydramovies.com/wp-content/uploads/2018/04/Their-Finest-Movie-Poster.jpg,Lone Scherfig,Gaby Chiappe,Bill Nighy|Gemma Arterton|Sam Claflin
Black Butterfly,2017,"Outside a mountain town grappling with a series of abductions and murders, Paul (Antonio Banderas), a reclusive writer, struggles to start what he hopes will be a career-saving screenplay. After a tense encounter at a diner with a drifter named Jack (Jonathan Rhys Meyers), Paul offers Jack a place to stay-and soon the edgy, demanding Jack muscles his way into Paul's work and the two men begin a jagged game of one-upmanship that will bring at least one tale to an end.","Outside a mountain town grappling with a series of abductions and murders, Paul (Antonio Banderas), a reclusive writer, struggles to start what he hopes will be a career-saving screenplay. ...",Thriller,tt2090465,93,LaOymYQ3nMM,61,https://hydramovies.com/wp-content/uploads/2018/04/Black-Butterfly-Movie-Poster.jpg,Brian Goodman,Justin Stanley,Antonio Banderas|Jonathan Rhys Meyers
Ghost in the Shell Arise: Border 4 - Ghost Stands Alone,2014,"Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.","Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.",Action|Animation|Sci-Fi,tt4016942,59,jiz0CERCT60,73,https://hydramovies.com/wp-content/uploads/2018/04/Ghost-in-the-Shell-Arise-Border-4-Ghost-Stands-Alone-Movie-Poster.jpg,Susumu Kudo,Shirow Masamune,Ikkyu Juku|Ken'ichirô Matsuda|Maaya Sakamoto
Ghost in the Shell Arise: Border 3 - Ghost Tears,2014,"The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down. During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.","The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a ...",Action|Animation|Sci-Fi,tt3579524,55,knLsBHJMBC8,73,https://hydramovies.com/wp-content/uploads/2018/04/Ghost-in-the-Shell-Arise-Border-3-Ghost-Tears-Movie-Poster.jpg,Kazuchika Kise,Shirow Masamune,Ikkyu Juku|Maaya Sakamoto
Extortion,2017,"When a Caribbean family vacation takes a disastrous turn, a father finds himself at the mercy of a cold-blooded fisherman, and a desperate race against the clock to save his wife and son.","When a Caribbean family vacation takes a disastrous turn, a father finds himself at the mercy of a cold-blooded fisherman, and a desperate race against the clock to save his wife and son.",Action|Adventure|Crime|Drama|Thriller,tt2957760,108,cr_T1pGT8lw,62,https://hydramovies.com/wp-content/uploads/2018/04/Extortion-Movie-Poster.jpg,Phil Volken,Phil Volken,Barkhad Abdi|Bethany Joy Lenz|Eion Bailey
Kong: Skull Island,2017,"A washed up monster chaser convinces the U.S. Government to fund a trip to an unexplored island in the South Pacific. Under the guise of geological research, the team travels to ""Skull Island"". Upon arrival, the group discover that their mission may be complicated by the wildlife which inhabits the island. The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention.","A team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",Action|Adventure|Fantasy|Sci-Fi,tt3731562,118,AP0-9FBs2Rs,67,https://hydramovies.com/wp-content/uploads/2018/04/Kong-Skull-Island-Movie-Poster.jpg,Jordan Vogt-Roberts,Dan Gilroy,Samuel L. Jackson|Tom Hiddleston
Rabbit Hole,2010,"Becca and Howie Corbett are a happily married couple whose perfect world is forever changed when their young son, Danny, is killed by a car. Becca, an executive-turned-stay-at-home mother, tries to redefine her existence in a surreal landscape of well-meaning family and friends. Painful, poignant, and often funny, Becca's experiences lead her to find solace in a mysterious relationship with a troubled young comic-book artist, Jason - the teenage driver of the car that killed Danny. Becca's fixation with Jason pulls her away from memories of Danny, while Howie immerses himself in the past, seeking refuge in outsiders who offer him something Becca is unable to give. The Corbetts, both adrift, make surprising and dangerous choices as they choose a path that will determine their fate.",Life for a happy couple is turned upside down after their young son dies in an accident.,Action|Drama,tt0935075,91,8V5904uauqg,70,https://hydramovies.com/wp-content/uploads/2018/04/Rabbit-Hole-Movie-Poster.jpg,John Cameron Mitchell,David Lindsay-Abaire,Aaron Eckhart|Dianne Wiest|Nicole Kidman
Apprentice,2016,"Aiman is a 28-year-old Malay correctional officer who is recently transferred to the territory's top prison. He lives with his older sister Suhaila in a modest housing estate. At his new workplace, Aiman begins to take an interest in a 65-year-old sergeant named Rahim. Soon, it is revealed that the charismatic Rahim is actually the long-serving chief executioner of the prison. Rahim also takes notice of the principled and diligent Aiman. When Rahim's assistant suddenly quits, he asks Aiman to become his apprentice. Aiman tells Suhaila of his new job position, but Suhaila becomes upset, as their father was actually executed by Rahim. Aiman knew this all along. Can Aiman overcome his conscience and a haunted past to possibly take over as the next chief executioner?","Inevitably, a transfer to a maximum security prison will eventually challenge the integrity and ethics of a young correctional officer on his way to become a chief executioner.",Drama,tt4660736,115,mpHK4eCnjWo,65,https://hydramovies.com/wp-content/uploads/2018/04/Apprentice-Movie-Poster.jpg,Junfeng Boo,Junfeng Boo,Firdaus Rahman|Wan Hanafi Su
Youth in Revolt,2009,"At 16, Nick Twisp is wry about his teen funk: he lives in Oakland with his sex-addled mother; his father's child support is her meal ticket. While camping in Ukiah, Nick meets Sheeni: for him, it's love at first sight. Nick has to figure out how to get his father a job in Ukiah, then how to get sent to live with his father, then how to get close to Sheeni, whose religious parents may want her sent away from temptation to a boarding school. There's also Sheeni's all-American boyfriend to contend with. Overwhelmed by the challenges, Nick's about to give up when he conjures an alter ego who whispers revolt into his ear. Nick is not altogether hapless, but can this end well?","While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.",Comedy|Drama|Romance,tt0403702,90,9Tq-NHcsPN0,65,https://hydramovies.com/wp-content/uploads/2018/04/Youth-in-Revolt-Movie-Poster.jpg,Miguel Arteta,Gustin Nash,Michael Cera|Portia Doubleday|Ray Liotta
Gods and Generals,2003,"The rise and fall of legendary war hero Thomas ""Stonewall"" Jackson as he leads the Confederacy to great success against the Union from 1861 to 1863.",The rise and fall of legendary war hero Thomas &quot;Stonewall&quot; Jackson as he leads the Confederacy to great success against the Union from 1861 to 1863.,Biography|Drama|History|War,tt0279111,219,nzghvqz7ZC4,63,https://hydramovies.com/wp-content/uploads/2018/04/Gods-and-Generals-Movie-Poster.jpg,Ron Maxwell,Jeff Shaara,Jeff Daniels|Robert Duvall|Stephen Lang
The Zookeeper's Wife,2017,"War brews over Warsaw in 1939, and while life is still running its course, the Germans are slowly beginning to make their presence felt, with Hitler secretly preparing for the German invasion of Poland. Under those circumstances, the young couple of Jan and Antonina Zabinski continue their daily routine as owners and keepers of the Warsaw Zoo, but soon, as German Luftwaffe's Stukas hammer the Polish capital, their life's work together with the city, will turn to ashes. However, with the zoo liquidated for the war effort and many of its animals tragically perished, what was once an animals' zoo, will now serve as a sanctuary where Antonina, the humanist veterinarian, and Jan can hide the persecuted Polish Jews in plain sight until safe houses are found. That was Jan and Antonina's formidable, yet perilous plan, who regardless of the consequences, refused to wither before the Nazi menace, took matters into their own hands and sheltered 300 Jews under the Germans' noses.","The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.",Biography|Drama|History|War,tt1730768,127,rJNFeHHGGN4,70,https://hydramovies.com/wp-content/uploads/2018/04/The-Zookeepers-Wife-Movie-Poster.jpg,Niki Caro,Angela Workman,Daniel Brühl|Jessica Chastain|Johan Heldenbergh
Red Dog: True Blue,2016,"A father takes his two young sons to see Red Dog. After the movie he describes to his oldest son how Red Dog is based on the story of a dog he had as a boy - Blue. From this we see the period in the man's childhood when Blue was his dog, their trials and tribulations living on a farm in a remote part of Western Australia.","An iconic Australian story of family, friendship and adventure, between a young boy and a scrappy one-of-a-kind dog that would grow up to become an Australian legend.",Comedy|Drama|Family|Romance,tt3567194,88,ys9njXUXCIk,64,https://hydramovies.com/wp-content/uploads/2018/04/Red-Dog-True-Blue-Movie-Poster.jpg,Kriv Stenders,Daniel Taplitz,Bryan Brown|Jason Isaacs|Levi Miller
Alone in Berlin,2016,"In 1940, German soldier Hans Quangel is killed in action during the French campaign. His parents, Otto and Anna, are devastated by the loss and their bereavement is unmollified by the joyful hysteria at Germany's victory. Deciding that Fuhrer Adolf Hitler and his Nazi regime are responsible for this tragedy and much more, Otto cannot stand by any longer. As such, Otto begins to create handwritten cards denouncing the regime's abuses and lies, which he secretly deposits throughout Berlin while a disillusioned Anna insists on helping him. As the subversive cards pile up over the years, police detective Escherich is tasked to track down the leafleteer while being pressured by his increasingly impatient SS superior for an arrest for this ""treason,"" regardless of actual guilt. As the stakes rise even as Nazi Germany's day of reckoning approaches, Otto and Anna are determined to spread the truth regardless of the odds even as their opposition awaits the fatal mistake that could doom them.","After a Nazi German working class couple loses their son in World War II, they decide to retaliate by secretly leafletting handwritten cards in Berlin denouncing their government.",Action|Drama,tt3026488,103,gcpv3l6csBw,64,https://hydramovies.com/wp-content/uploads/2018/04/Alone-in-Berlin-Movie-Poster.jpg,Vincent Perez,Achim von Borries,Daniel Brühl|Emma Thompson
Power Rangers,2017,"High school outcasts stumble upon an old alien ship, where they acquire superpowers and are dubbed the Power Rangers. Learning that an old enemy of the previous generation has returned to exact vengeance, the group must harness their powers and use them to work together and save the world.","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",Action|Adventure|Sci-Fi,tt3717490,0,Q-C4qqsgs8w,60,https://hydramovies.com/wp-content/uploads/2018/04/Power-Rangers-Movie-Poster.jpg,Dean Israelite,John Gatins,Dacre Montgomery|Naomi Scott
The Eagle Huntress,2016,"This spellbinding documentary follows Aisholpan, a 13-year-old nomadic Mongolian girl who is fighting to become the first female eagle hunter in twelve generations of her Kazakh family. Through breathtaking aerial cinematography and intimate verite footage, the film captures her personal journey while also addressing universal themes like female empowerment, the natural world, coming of age and the onset of modernity.",Thirteen-year-old Aisholpan trains to become the first female in twelve generations of her nomad family to become an eagle huntress.,Adventure|Documentary|Sport,tt3882074,87,Vfi5JS6HTH0,75,https://hydramovies.com/wp-content/uploads/2018/04/The-Eagle-Huntress-Movie-Poster.jpg,Otto Bell,Aisholpan Nurgaiv,Rys Nurgaiv
CHIPS,2017,"An FBI agent goes undercover in the California Highway Patrol as officer Frank ""Ponch"" Poncherello. Members of the CHP have been robbing cash delivery vehicles and his job is to uncover the perpetrators. At the CHP he is partnered with a 30-something rookie, Jon Baker. Baker is a former professional motorcycle rider with a list of ailments and personal problems who is lucky to be in the CHP. They are very different people and immediately clash.","A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.",Action|Comedy|Crime,tt0493405,100,nmgeiznfdLI,60,https://hydramovies.com/wp-content/uploads/2018/04/CHIPS-Movie-Poster.jpg,Dax Shepard,Rick Rosner,Dax Shepard|Michael Peña|Vincent D'Onofrio
Jawbone,2017,"A former youth boxing champion, Jimmy McCabe (Johnny Harris), is a man in search of hope but looking in all the wrong places. When he hits rock bottom he turns to his childhood boxing club and the only family he has left: gym owner Bill corner man Eddie and promoter Joe. Back in training, years after anyone thought he was a contender, he risks his life, as he tries to stand tall and regain his place in the world.","Former youth boxing champion Jimmy McCabe, after hitting rock bottom, returns to his childhood boxing club and his old team, gym owner Bill and corner-man Eddie.",Action|Drama|Sport,tt3582020,91,ppBlSpdVlEA,65,https://hydramovies.com/wp-content/uploads/2018/04/Jawbone-Movie-Poster.jpg,Thomas Napper,Johnny Harris,Ian McShane|Johnny Harris|Ray Winstone
The Belko Experiment,2016,"In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.","In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",Action|Horror|Thriller,tt1082807,89,AJ0x3OS4ML0,61,https://hydramovies.com/wp-content/uploads/2018/04/The-Belko-Experiment-Movie-Poster.jpg,Greg McLean,James Gunn,Adria Arjona|John Gallagher Jr.|Tony Goldwyn
Life,2017,"Six astronauts aboard the space station study a sample collected from Mars that could provide evidence for extraterrestrial life on the Red Planet. The crew determines that the sample contains a large, single-celled organism - the first example of life beyond Earth. But..things aren't always what they seem. As the crew begins to conduct research, and their methods end up having unintended consequences, the life form proves more intelligent than anyone ever expected.",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,Horror|Sci-Fi|Thriller,tt5442430,104,cuA-xqBw4jE,66,https://hydramovies.com/wp-content/uploads/2018/04/Life-Movie-Poster.jpg,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal|Rebecca Ferguson|Ryan Reynolds
The Carer,2016,"Dorottya is a young Hungarian actress with a burning desire: to make it on the English stage. Legendary actor Sir Michael Gifford suffers from an incurable disease, and has one desire: be left alone. When Dorottya becomes his carer they both hope their wish will be fulfilled.","When the question is to be or not to be, there is only one answer.",Comedy|Drama,tt3913244,89,AC8box-kS9c,65,https://hydramovies.com/wp-content/uploads/2018/04/The-Carer-Movie-Poster.jpg,János Edelényi,Gilbert Adair,Maitland Chandler|Ruth Posner
Prevenge,2016,"Widow Ruth is seven months pregnant when, believing herself to be guided by her unborn baby, she embarks on a homicidal rampage, dispatching anyone who stands in her way.","Widow Ruth is seven months pregnant when, believing herself to be guided by her unborn baby, she embarks on a homicidal rampage, dispatching anyone who stands in her way.",Comedy|Drama|Fantasy|Horror|Thriller,tt5154288,88,UjL_KKxX_yE,60,https://hydramovies.com/wp-content/uploads/2018/04/Prevenge-Movie-Poster.jpg,Alice Lowe,Alice Lowe,Alice Lowe|Dan Renton Skinner|Jo Hartley
I Tawt I Taw a Puddy Tat,2011,"In this musical short Sylvester tries to eat tweety but this time they both sing throughout the entire film. the voices were recorded in 1950, 61 years before the release of this short.","In this musical short Sylvester tries to eat tweety but this time they both sing throughout the entire film. the voices were recorded in 1950, 61 years before the release of this short.",Action|Animation|Comedy|Family|Musical,tt2116900,0,4b3F9oucB_A,64,https://hydramovies.com/wp-content/uploads/2018/04/I-Tawt-I-Taw-a-Puddy-Tat-Movie-Poster.jpg,Matthew O'Callaghan,Matthew O'Callaghan,June Foray|Mel Blanc
I Am Heath Ledger,2017,"I Am Heath Ledger is a feature length documentary celebrating the life of Heath Ledger: actor, artist and icon. The documentary provides an intimate look at Heath Ledger through the lens of his own camera as he films and often performs in his own personal journey.",Friends and family of the late actor Heath Ledger remember his life and career.,Biography|Documentary,tt6739646,90,jsPDpsAWf0g,74,https://hydramovies.com/wp-content/uploads/2018/04/I-Am-Heath-Ledger-Movie-Poster.jpg,Adrian Buitenhuis,Hart Snider,Ben Harper|Heath Ledger|Kim Ledger
The LEGO Batman Movie,2017,"There are big changes brewing in Gotham City, and if he wants to save the city from The Joker's hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",Action|Adventure|Animation|Comedy|Family,tt4116284,104,h6DOpfJzmo0,73,https://hydramovies.com/wp-content/uploads/2018/04/The-LEGO-Batman-Movie-Movie-Poster.jpg,Chris McKay,Seth Grahame-Smith,Michael Cera|Will Arnett
John Wick: Chapter 2,2017,"Bound by an inescapable blood debt to the Italian crime lord, Santino D'Antonio, and with his precious 1969 Mustang still stolen, John Wick, the taciturn and pitiless assassin who thirsts for seclusion, is forced to visit Italy to honour his promise. But soon, the Boogeyman will find himself dragged into an impossible task in the heart of Rome's secret criminal society, as every killer in the business dreams of cornering the legendary Wick who now has an enormous price on his head. Drenched in blood and mercilessly hunted down, John Wick can surely forget a peaceful retirement--but above all--in this lethal ballet of bullets, can he make it out in one piece?","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Action|Crime|Thriller,tt4425200,122,XGk2EfbD_Ps,75,https://hydramovies.com/wp-content/uploads/2018/04/John-Wick-Chapter-2-Movie-Poster.jpg,Chad Stahelski,Derek Kolstad,Ian McShane|Keanu Reeves|Riccardo Scamarcio
Queen Rock Montreal & Live Aid,2007,The movie contains two concerts of the British rock band Queen. The first concert is their show at Montreal in November 1981. The second concert is their live performance at Live Aid in 1985.,The movie contains two concerts of the British rock band Queen. The first concert is their show at Montreal in November 1981. The second concert is their live performance at Live Aid in 1985.,Action|Music,tt1421377,138,A22oy8dFjqc,86,https://hydramovies.com/wp-content/uploads/2018/04/Queen-Rock-Montreal-Live-Aid-Movie-Poster.jpg,Saul Swimmer,John Deacon,Freddie Mercury
Peaceful Warrior,2006,"Dan Millman has it all: good grades, a shot at the Olympic team on the rings and girls lining up for the handsome Berkely college athlete all teams mates look up to with envy. Only one man shakes his confidence, an anonymous night gas station attendant, who like Socrates, keeps questioning every assumption in his life. Then a traffic crash shatters Dan's legs, and his bright future. Now Socrates's life coaching is to make or break Dan's revised ambition.",A chance encounter with a stranger changes the life of a college gymnast.,Drama|Romance|Sport,tt0438315,0,gegNMYvY_yg,73,https://hydramovies.com/wp-content/uploads/2018/04/Peaceful-Warrior-Movie-Poster.jpg,Victor Salva,Kevin Bernhardt,Amy Smart|Nick Nolte|Scott Mechlowicz
The Last Word,2017,"Harriet (Shirley MacLaine) is a successful, retired businesswoman who wants to control everything around her until the bitter end. To make sure her life story is told her way, she pays off her local newspaper to have her obituary written in advance under her watchful eye. But Anne (Amanda Seyfried), the young journalist assigned to the task, refuses to follow the script and instead insists on finding out the true facts about Harriett's life, resulting in a life-altering friendship.","Harriet is a retired businesswoman who tries to control everything around her. When she decides to write her own obituary, a young journalist takes up the task of finding out the truth resulting in a life-altering friendship.",Comedy|Drama,tt5023260,108,oZjCnNIpSOQ,66,https://hydramovies.com/wp-content/uploads/2018/04/The-Last-Word-Movie-Poster.jpg,Mark Pellington,Stuart Ross Fink,Amanda Seyfried|AnnJewel Lee Dixon|Shirley MacLaine
Swallows and Amazons,2016,"About two different groups of children who encounter one another on a small piece of land in a lake which they both live by. Both groups try to claim the land as theirs and do so role playing as two sets of enemy pirates. Whilst this happens they encounter another boat and a stranger, they must now work together to work out who he is and why he is there, but have they got themselves involved in something much bigger?","Four children (the Swallows) on holiday in the Lake District sail on their own to an island and start a war with rival children (the Amazons). In the meantime, a mysterious man on a houseboat accuses them of a crime they did not commit.",Adventure|Drama|Family|War,tt1227183,96,ztIQkixuOmc,62,https://hydramovies.com/wp-content/uploads/2018/04/Swallows-and-Amazons-Movie-Poster.jpg,Philippa Lowthorpe,Andrea Gibb,Bobby McCulloch|Dane Hughes|Kelly Macdonald
A Cure for Wellness,2016,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps. He soon suspects that the spa's miraculous treatments are not what they seem. When he begins to unravel its terrifying secrets, his sanity is tested, as he finds himself diagnosed with the same curious illness that keeps all the guests here longing for the cure.","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious &quot;wellness center&quot; at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",Action|Drama|Fantasy|Horror|Mystery,tt4731136,146,JF1rLFCdewU,64,https://hydramovies.com/wp-content/uploads/2018/04/A-Cure-for-Wellness-Movie-Poster.jpg,Gore Verbinski,Justin Haythe,Dane DeHaan|Jason Isaacs
